,Year,Month,Year_Month,Location,Latitude,Longitude,Drought / No Drought,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,SAM,P_acc_3M,geom,address,postal_code,NRM_Sub_Cluster_name
18,2014,March,2014-03,Narrabri,-30.3167,149.7667,1,0.477539063,166.1953125,32.78125,0.184570313,1.59375,173.703125,0.54,-0.051,1.34,209.6015625,"-30.3167,149.7667","The Island Road, Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia",2390,['Central Slopes']
19,2014,February,2014-02,Narrabri,-30.3167,149.7667,1,0.43359375,199.171875,13.0546875,0.030273438,0.015625,28.8984375,-0.37,-0.009,0.36,50.8984375,"-30.3167,149.7667","The Island Road, Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia",2390,['Central Slopes']
20,2014,January,2014-01,Narrabri,-30.3167,149.7667,1,0.482421875,270.03125,14.1796875,0.014648438,0,7,-1.26,-0.036,-0.13,109.796875,"-30.3167,149.7667","The Island Road, Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia",2390,['Central Slopes']
21,2014,March,2014-03,Tamworth,-31.083,150.917,1,0.928710938,147.953125,45.6171875,0.15625,0.0703125,96.1015625,0.54,-0.051,1.34,134.3046875,"-31.083,150.917","Jewry Street, Taminda, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia",2340,['Central Slopes']
22,2014,February,2014-02,Tamworth,-31.083,150.917,1,0.844726563,182.15625,14.515625,0.05078125,0.03125,36.5,-0.37,-0.009,0.36,82.3046875,"-31.083,150.917","Jewry Street, Taminda, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia",2340,['Central Slopes']
23,2014,January,2014-01,Tamworth,-31.083,150.917,1,0.9453125,250.7421875,22.0625,0.025390625,0,1.703125,-1.26,-0.036,-0.13,152.203125,"-31.083,150.917","Jewry Street, Taminda, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia",2340,['Central Slopes']
24,2014,March,2014-03,Coonabarabran,-31.25,149.2667,1,2.568359375,142.609375,74.1640625,0.288085938,3.46875,119.703125,0.54,-0.051,1.34,217.1015625,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia",2357,['Central Slopes']
25,2014,February,2014-02,Coonabarabran,-31.25,149.2667,1,2.299804688,184.3671875,32.1015625,0.115234375,2.9609375,91.796875,-0.37,-0.009,0.36,117,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia",2357,['Central Slopes']
26,2014,January,2014-01,Coonabarabran,-31.25,149.2667,1,2.646484375,251.140625,50.6328125,0.048828125,1.7109375,5.6015625,-1.26,-0.036,-0.13,57.3046875,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia",2357,['Central Slopes']
27,2014,April,2014-04,Walgett,-30.0167,148.1167,1,0.2890625,127.5390625,34.2890625,0.104492188,0.015625,20.5,-0.17,0.017,1.18,81.5,"-30.0167,148.1167","Montkeila Street, Walgett, Walgett Shire Council, New South Wales, 2832, Australia",2832,['Central Slopes']
28,2014,April,2014-04,Coonamble,-30.95,148.4,1,0.09765625,117.140625,57.875,0.166992188,0.0859375,24,-0.17,0.017,1.18,161.3046875,"-30.95,148.4","Baradine Road, Coonamble, Coonamble Shire Council, New South Wales, 2829, Australia",2829,['Central Slopes']
29,2014,April,2014-04,Narrabri,-30.3167,149.7667,1,0.470703125,118.328125,61.40625,0.54296875,0.234375,4.203125,-0.17,0.017,1.18,206.8046875,"-30.3167,149.7667","The Island Road, Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia",2390,['Central Slopes']
30,2014,March,2014-03,Mittagong,-34.4508,150.4464,0,2.821289063,108.6171875,85.2734375,0.290039063,6.6484375,217.6015625,0.54,-0.051,1.34,284.3984375,"-34.4508,150.4464","Casey Soft Furnishings, Queen Street, Mittagong, Wingecarribee Shire Council, New South Wales, 2575, Australia",2575,['East Coast (South)']
31,2014,April,2014-04,Mittagong,-34.4508,150.4464,0,2.903320313,74.6015625,59.4453125,0.56640625,4.59375,55.296875,-0.17,0.017,1.18,316.8984375,"-34.4508,150.4464","Casey Soft Furnishings, Queen Street, Mittagong, Wingecarribee Shire Council, New South Wales, 2575, Australia",2575,['East Coast (South)']
32,2014,March,2014-03,Bowral,-34.4792,150.4181,0,1.48828125,109.84375,74.234375,0.217773438,0.84375,177.5,0.54,-0.051,1.34,233.6015625,"-34.4792,150.4181","298-300, Bong Bong Street, Bowral, Wingecarribee Shire Council, New South Wales, 2576, Australia",2576,['East Coast (South)']
33,2014,April,2014-04,Bowral,-34.4792,150.4181,0,1.458984375,74.328125,53.546875,0.479492188,0.171875,44.5,-0.17,0.017,1.18,259.8984375,"-34.4792,150.4181","298-300, Bong Bong Street, Bowral, Wingecarribee Shire Council, New South Wales, 2576, Australia",2576,['East Coast (South)']
34,2014,March,2014-03,Bundanoon,-34.65,150.3,0,2.8984375,110.1484375,88.0625,0.29296875,8.6015625,210,0.54,-0.051,1.34,293.1953125,"-34.65,150.3","6, Elmswood Court, Bundanoon, Wingecarribee Shire Council, New South Wales, 2578, Australia",2578,['Southern Slopes (Vic/NSW East)']
35,2014,April,2014-04,Bundanoon,-34.65,150.3,0,2.9765625,74.8515625,59.484375,0.556640625,4.875,47.703125,-0.17,0.017,1.18,321,"-34.65,150.3","6, Elmswood Court, Bundanoon, Wingecarribee Shire Council, New South Wales, 2578, Australia",2578,['Southern Slopes (Vic/NSW East)']
36,2014,March,2014-03,Robertson,-34.5833,150.5833,0,1.3203125,107.7265625,105.53125,0.711914063,170.84375,433.5,0.54,-0.051,1.34,550.1953125,"-34.5833,150.5833","Illawarra Highway, Robertson, Wingecarribee Shire Council, New South Wales, 2577, Australia",2577,['East Coast (South)']
37,2014,April,2014-04,Robertson,-34.5833,150.5833,0,1.362304688,73.3359375,64.7109375,0.827148438,74.2890625,89.1015625,-0.17,0.017,1.18,595.5,"-34.5833,150.5833","Illawarra Highway, Robertson, Wingecarribee Shire Council, New South Wales, 2577, Australia",2577,['East Coast (South)']
38,2014,March,2014-03,Moss Vale,-34.55,150.3833,0,1.92578125,108.59375,81.15625,0.26171875,3.171875,213,0.54,-0.051,1.34,279,"-34.55,150.3833","Moss Vale High School, 21, Narellan Road, Park Hill Fitzroy Estate, Moss Vale, Wingecarribee Shire Council, New South Wales, 2577, Australia",2577,['East Coast (South)']
39,2014,April,2014-04,Moss Vale,-34.55,150.3833,0,1.93359375,73.1640625,57.0078125,0.580078125,1.5234375,52.1015625,-0.17,0.017,1.18,309.3984375,"-34.55,150.3833","Moss Vale High School, 21, Narellan Road, Park Hill Fitzroy Estate, Moss Vale, Wingecarribee Shire Council, New South Wales, 2577, Australia",2577,['East Coast (South)']
40,2014,May,2014-05,Walgett,-30.0167,148.1167,1,0.297851563,94.9921875,15.859375,0.046875,0,8.796875,0.09,-0.012,-1.62,63.296875,"-30.0167,148.1167","Montkeila Street, Walgett, Walgett Shire Council, New South Wales, 2832, Australia",2832,['Central Slopes']
41,2014,May,2014-05,Coonabarabran,-31.25,149.2667,1,2.560546875,74.0546875,32.4609375,0.1953125,1.6328125,17.203125,0.09,-0.012,-1.62,153.203125,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia",2357,['Central Slopes']
42,2014,May,2014-05,Coonamble,-30.95,148.4,1,0.100585938,86.3984375,21.578125,0.088867188,0.015625,15,0.09,-0.012,-1.62,115.6015625,"-30.95,148.4","Baradine Road, Coonamble, Coonamble Shire Council, New South Wales, 2829, Australia",2829,['Central Slopes']
43,2014,May,2014-05,Pilliga,-30.3518,148.8847,1,0.645507813,88.015625,36.3828125,0.190429688,0.0078125,12.5,0.09,-0.012,-1.62,144.6015625,"-30.3518,148.8847","Pilliga Cafe, Dangar Street, Pilliga, Narrabri Shire Council, New South Wales, 2388, Australia",2388,['Central Slopes']
44,2014,June,2014-06,Pilliga,-30.3518,148.8847,1,0.620117188,66.6484375,29.2890625,0.23828125,0.21875,48.3984375,0.37,0.086,-0.21,69.6015625,"-30.3518,148.8847","Pilliga Cafe, Dangar Street, Pilliga, Narrabri Shire Council, New South Wales, 2388, Australia",2388,['Central Slopes']
45,2014,June,2014-06,Tamworth,-31.083,150.917,1,0.885742188,55.0078125,26.0859375,0.180664063,0.0390625,51.8984375,0.37,0.086,-0.21,96.1015625,"-31.083,150.917","Jewry Street, Taminda, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia",2340,['Central Slopes']
46,2014,June,2014-06,Cobargo,-36.3667,149.9,1,9.516601563,48.375,39.6640625,0.5,11.4609375,96.1015625,0.37,0.086,-0.21,218.8984375,"-36.3667,149.9","Sams Ridge Road, Dignams Creek, Cobargo, Bega Valley Shire Council, New South Wales, 2550, Australia",2550,['Southern Slopes (Vic/NSW East)']
47,2014,June,2014-06,Bega,-36.6742,149.8429,1,3.647460938,50.140625,39.65625,0.493164063,1.859375,115.6015625,0.37,0.086,-0.21,243.296875,"-36.6742,149.8429","Bega Post Office, Carp Street, Bega, Bega Valley Shire Council, New South Wales, 2550, Australia",2550,['Southern Slopes (Vic/NSW East)']
48,2014,June,2014-06,Walgett,-30.0167,148.1167,1,0.287109375,71.1953125,17.96875,0.106445313,0.0703125,32.3984375,0.37,0.086,-0.21,61.6953125,"-30.0167,148.1167","Montkeila Street, Walgett, Walgett Shire Council, New South Wales, 2832, Australia",2832,['Central Slopes']
49,2018,October,2018-10,Wentworth,-34.1065,141.9221,0,0.231445313,172.484375,11.1171875,0.030273438,0.0078125,14.1015625,0.24,0.844,2.76,24.8984375,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
50,2018,November,2018-11,Wentworth,-34.1065,141.9221,0,0.22265625,192.546875,17.546875,0.056640625,0.0703125,24.8984375,0.62,0.623,2.84,40.8984375,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
51,2018,December,2018-12,Wentworth,-34.1065,141.9221,0,0.23046875,231.859375,31.46875,0.081054688,0.1953125,38,-0.23,0.379,1.44,77,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
52,2019,January,2019-01,Wentworth,-34.1065,141.9221,0,0.229492188,267.578125,18.6015625,0.026367188,0,1.5,0.36,0.452,2.79,64.3984375,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
53,2020,October,2020-10,Wentworth,-34.1065,141.9221,0,0.215820313,146.4140625,38.96875,0.120117188,0.1875,57,-1.19,0.233,1.79,121.09375,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
54,2020,November,2020-11,Wentworth,-34.1065,141.9221,0,0.208984375,216.078125,37.28125,0.088867188,0.0078125,7.703125,-1.19,0.143,1.14,90,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
55,2020,December,2020-12,Wentworth,-34.1065,141.9221,0,0.215820313,229.25,15.1640625,0.041015625,0,8.703125,-1.86,0.1,2.28,73.40625,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
56,2021,January,2021-01,Wentworth,-34.1065,141.9221,0,0.213867188,229.7421875,16.7734375,0.0390625,0.0546875,28,-1.87,0.116,1.95,44.40625,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
57,2021,February,2021-02,Wentworth,-34.1065,141.9221,0,0.193359375,180.03125,14.71875,0.046875,0.0078125,0,-1.84,0.323,2.19,36.703125,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
58,2021,March,2021-03,Wentworth,-34.1065,141.9221,0,0.212890625,148.125,9.2109375,0.015625,0,6.296875,-0.55,0.367,-0.95,34.296875,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
59,2021,April,2021-04,Wentworth,-34.1065,141.9221,0,0.205078125,100.203125,2.1015625,0.002929688,0,0,-0.42,0.325,0.87,6.296875,"-34.1065,141.9221","Silver City Highway, Wentworth, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
60,2018,October,2018-10,Finley,-35.6375,145.5787,0,0.25,158.5078125,15.8203125,0.041992188,0.015625,26.5,0.24,0.844,2.76,39.796875,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
61,2018,November,2018-11,Finley,-35.6375,145.5787,0,0.241210938,181.1640625,25.0078125,0.065429688,0.0078125,25.296875,0.62,0.623,2.84,56.1953125,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
62,2018,December,2018-12,Finley,-35.6375,145.5787,0,0.249023438,223.578125,39.96875,0.077148438,0.0390625,38.203125,-0.23,0.379,1.44,90,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
63,2019,January,2019-01,Finley,-35.6375,145.5787,0,0.248046875,243.3203125,13.0625,0.015625,0,5,0.36,0.452,2.79,68.5,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
64,2020,October,2020-10,Finley,-35.6375,145.5787,0,0.233398438,140.625,42.453125,0.139648438,0,29.8984375,-1.19,0.233,1.79,103.09375,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
65,2020,November,2020-11,Finley,-35.6375,145.5787,0,0.225585938,203.4921875,37.703125,0.057617188,0,10.703125,-1.19,0.143,1.14,64.8984375,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
66,2020,December,2020-12,Finley,-35.6375,145.5787,0,0.231445313,213.75,11.453125,0.012695313,0,7.6015625,-1.86,0.1,2.28,48.203125,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
67,2021,January,2021-01,Finley,-35.6375,145.5787,0,0.23046875,217.8515625,13.4609375,0.029296875,0.015625,46.296875,-1.87,0.116,1.95,64.6015625,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
68,2021,February,2021-02,Finley,-35.6375,145.5787,0,0.208007813,175.7890625,47.234375,0.131835938,0.0625,24.6015625,-1.84,0.323,2.19,78.5,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
69,2021,March,2021-03,Finley,-35.6375,145.5787,0,0.23046875,135.1484375,29.984375,0.108398438,0.171875,76.6015625,-0.55,0.367,-0.95,147.5,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
70,2021,April,2021-04,Finley,-35.6375,145.5787,0,0.22265625,94.0234375,45.8046875,0.123046875,0,0.8984375,-0.42,0.325,0.87,102.1015625,"-35.6375,145.5787","St Joseph's Primary School, Denison Street, Finley, Berrigan Shire Council, New South Wales, 2713, Australia",2713,['Murray Basin']
71,2018,October,2018-10,Deniliquin,-35.5333,144.9667,0,0.325195313,158.9609375,22.4921875,0.094726563,0.0234375,37.3984375,0.24,0.844,2.76,52.703125,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
72,2018,November,2018-11,Deniliquin,-35.5333,144.9667,0,0.313476563,187.6953125,35.1171875,0.077148438,0.0078125,21.8984375,0.62,0.623,2.84,64.5,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
73,2018,December,2018-12,Deniliquin,-35.5333,144.9667,0,0.322265625,227.5546875,29.453125,0.045898438,0.015625,23.5,-0.23,0.379,1.44,82.796875,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
74,2019,January,2019-01,Deniliquin,-35.5333,144.9667,0,0.321289063,248.2265625,7.7421875,0.008789063,0,3,0.36,0.452,2.79,48.3984375,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
75,2020,October,2020-10,Deniliquin,-35.5333,144.9667,0,0.315429688,144.0390625,42.5703125,0.216796875,0.046875,54.703125,-1.19,0.233,1.79,127.5,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
76,2020,November,2020-11,Deniliquin,-35.5333,144.9667,0,0.303710938,205.2890625,45.484375,0.1796875,0.0078125,14.5,-1.19,0.143,1.14,94,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
77,2020,December,2020-12,Deniliquin,-35.5333,144.9667,0,0.311523438,220.59375,25.6875,0.094726563,0,7.296875,-1.86,0.1,2.28,76.5,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
78,2021,January,2021-01,Deniliquin,-35.5333,144.9667,0,0.309570313,218.0703125,25.1640625,0.049804688,0.0234375,36.5,-1.87,0.116,1.95,58.296875,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
79,2021,February,2021-02,Deniliquin,-35.5333,144.9667,0,0.278320313,177.625,24.65625,0.061523438,0.0078125,1.296875,-1.84,0.323,2.19,45.09375,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
80,2021,March,2021-03,Deniliquin,-35.5333,144.9667,0,0.307617188,136.3828125,18.78125,0.072265625,0.0859375,51.8984375,-0.55,0.367,-0.95,89.6953125,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
81,2021,April,2021-04,Deniliquin,-35.5333,144.9667,0,0.296875,94.8828125,34.625,0.067382813,0,1.203125,-0.42,0.325,0.87,54.3984375,"-35.5333,144.9667","End Street, Deniliquin, Edward River Council, New South Wales, 2710, Australia",2710,['Murray Basin']
82,2019,March,2019-03,Pooncarie,-33.3856,142.5702,1,0.458007813,169.9765625,2.3203125,0.005859375,0,6,0.92,0.325,1.47,12.5,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
83,2019,April,2019-04,Pooncarie,-33.3856,142.5702,1,0.439453125,113.140625,3.296875,0.015625,0,1.8984375,0.72,0.333,0.86,9,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
84,2019,May,2019-05,Pooncarie,-33.3856,142.5702,1,0.452148438,74.2734375,23.390625,0.090820313,0.0546875,33.8984375,1.15,0.619,-0.11,41.796875,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
85,2019,June,2019-06,Pooncarie,-33.3856,142.5702,1,0.435546875,55.9375,14.609375,0.040039063,0,10.6015625,0.83,0.719,2.21,46.3984375,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
86,2019,July,2019-07,Pooncarie,-33.3856,142.5702,1,0.447265625,64.3203125,12.1640625,0.044921875,0.0078125,10.8984375,0.8,0.693,-2.2,55.3984375,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
87,2019,August,2019-08,Pooncarie,-33.3856,142.5702,1,0.443359375,85.859375,9.1953125,0.033203125,0,6.1015625,0.22,0.548,-2.04,27.6015625,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
88,2019,September,2019-09,Pooncarie,-33.3856,142.5702,1,0.42578125,129.25,6.4296875,0.021484375,0,4.3984375,0.99,0.999,0.81,21.3984375,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
89,2019,October,2019-10,Pooncarie,-33.3856,142.5702,1,0.436523438,180.8984375,4.859375,0.0078125,0,0.1015625,0.66,1.123,-1.97,10.6015625,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
90,2019,November,2019-11,Pooncarie,-33.3856,142.5702,1,0.419921875,214.921875,6.3203125,0.021484375,0.0078125,10.6015625,1.07,0.958,-4.42,15.1015625,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
91,2019,December,2019-12,Pooncarie,-33.3856,142.5702,1,0.430664063,263.390625,7.359375,0.012695313,0,1.703125,0.73,0.312,-1.78,12.40625,"-33.3856,142.5702","Pooncarie Library, Tarcoola Street, Pooncarie, Wentworth Shire Council, New South Wales, 2648, Australia",2648,['Murray Basin']
92,2019,March,2019-03,Menindee,-32.4005,142.4116,1,0.587890625,168.7734375,8.515625,0.024414063,0.0234375,16,0.92,0.325,1.47,29,"-32.4005,142.4116","Pooncarie Road, Menindee, Central Darling Shire Council, New South Wales, 2879, Australia",2879,['Rangelands (South)']
